imdbid	rating	year	id	title	metacritic_score
0063010	0	1968	6452	Il giorno della civetta	NA
0063442	1	1968	599	Planet of the Apes	79
0062782	3	1968	3626	Carry On... Up the Khyber	NA
0062994	3	1968	4045	Funny Girl	89
0062925	1	1968	8543	Egri csillagok	NA
0062765	1	1968	7123	Bullitt	81
0063759	1	1968	5878	Hour of the Wolf	NA
0063227	3	1968	2749	Lion in Winter, The	NA
0063462	0	1968	844	Producers, The	96
0063850	1	1968	2757	If....	NA
0061747	2	1968	2969	Hang &#39;Em High	62
0063642	3	1968	2092	Star!	NA
0062711	3	1968	2157	Barbarella	51
0062164	0	1968	8542	Boys of Paul Street, The	NA
0063823	0	1968	1815	Yellow Submarine	79
0065207	3	1968	1185	Where Eagles Dare	63
0062622	0	1968	919	2001: A Space Odyssey	84
0063172	0	1968	6394	Destroy All Monsters	NA
0063049	0	1968	2925	Head	NA
0063350	3	1968	3499	Night of the Living Dead	89
0063493	0	1968	7673	Reconstruction	NA
0130141	3	1968	8686	Cat Has Nine Lives, The	NA
0063522	3	1968	857	Rosemary&#39;s Baby	96
0062794	2	1968	764	Charly	50
0062687	0	1968	3947	Asterix et Cleopatre	NA
0063668	0	1968	323	Taiyo no oji: Horusu no daiboken	NA
0062909	2	1968	8289	Dracula Has Risen from the Grave	NA
0063185	3	1968	5385	Killing of Sister George, The	NA
0063000	2	1968	6807	Gamera vs. Viras	NA
0063518	3	1968	1249	Romeo and Juliet	NA
0064276	1	1969	2079	Easy Rider	85
0064793	1	1969	8266	Passion of Anna, The	NA
0064505	1	1969	2583	Italian Job, The	70
0064816	3	1969	9202	Swimming Pool, The	NA
0064782	2	1969	1817	Paint Your Wagon	50
0064373	0	1969	6396	Godzilla&#39;s Revenge (Godzilla, Minira, Gabara: All Monsters Attack)	NA
0064840	3	1969	2456	Prime of Miss Jean Brodie, The	NA
0064156	0	1969	2586	Chastity	NA
0065063	1	1969	7288	Take the Money and Run	67
0064418	3	1969	4755	Hello, Dolly!	51
0064253	0	1969	2283	Downhill Racer	89
0063991	3	1969	6816	Age of Consent	NA
0064437	3	1969	1182	Honeymoon Killers, The	82
0064115	1	1969	2077	Butch Cassidy and the Sundance Kid	66
0065088	1	1969	6794	They Shoot Horses, Don&#39;t They?	72
0064990	3	1969	3880	Mississippi Mermaid	NA
0064612	3	1969	7924	My Night at Maud&#39;s	NA
0064708	1	1969	1783	My Side of the Mountain	NA
0066579	3	1969	1426	Women in Love	NA
0065051	1	1969	1100	Support Your Local Sheriff!	NA
0064541	1	1969	2722	Kes	NA
0064002	1	1969	2899	Alice&#39;s Restaurant	NA
0064040	0	1969	4350	Army of Shadows	99
0065234	1	1969	7521	Z	86
0065566	1	1969	2091	Computer Wore Tennis Shoes, The	54
0064665	1	1969	3406	Midnight Cowboy	79
0064757	2	1969	4669	On Her Majesty&#39;s Secret Service	61
0065126	3	1969	2902	True Grit	83
0067961	3	1970	9082	Wanda	NA
0065421	3	1970	1122	AristoCats, The	66
0067713	1	1970	4201	Scars of Dracula	NA
0066473	1	1970	8322	Tora! Tora! Tora!	46
0065531	0	1970	255	Le Cercle Rouge	91
0067355	2	1970	9380	They Call Me Trinity	NA
0064165	1	1970	8429	Things of Life, The	NA
0066207	3	1970	7599	Donkey Skin	70
0066109	1	1970	5484	Music Lovers, The	NA
0065528	3	1970	8774	Catch-22	70
0066011	1	1970	3302	Love Story	84
0066122	1	1970	2571	Deep End	NA
0188484	3	1970	3514	Carry It On	NA
0065571	3	1970	5512	Conformist, The	100
0066227	3	1970	9386	Pippi in the South Seas	NA
0066164	3	1970	3537	Les novices	NA
0065377	3	1970	4801	Airport	42
0064177	0	1970	6605	Colossus: The Forbin Project	NA
0065856	2	1970	4340	House of Dark Shadows	NA
0066518	3	1970	2602	Vampire Lovers, The	63
0065988	1	1970	7753	Little Big Man	63
0065649	3	1970	7169	Dodes&#39;ka-den	NA
0066491	2	1970	7559	Tristana	93
0065134	3	1970	2428	Two Mules for Sister Sara	62
0065611	3	1970	6274	Darling Lili	NA
0064806	1	1970	1932	Phantom Tollbooth, The	NA
0065466	3	1970	583	Beyond the Valley of the Dolls	60
0065488	0	1970	3681	Boys in the Band, The	NA
0065569	1	1970	7057	Nachts, wenn Dracula erwacht	NA
0065073	3	1970	4237	Taste the Blood of Dracula	NA
0066327	1	1970	1726	Santa Clause is Comin&#39; to Town	NA
0065724	3	1970	2984	Five Easy Pieces	85
0066549	0	1970	7907	Waterloo	NA
0065772	3	1970	7923	Claire&#39;s Knee	NA
0066279	3	1970	9048	Railway Children, The	NA
0065449	3	1970	2634	Bambule	NA
0067927	0	1971	9228	Vanishing Point	61
0065854	3	1971	7067	House That Dripped Blood, The	55
0066730	1	1971	7698	10 Rillington Place	NA
0066817	3	1971	1770	Bedknobs and Broomsticks	59
0067185	3	1971	2159	Harold and Maude	62
0067483	3	1971	7189	Nicholas and Alexandra	NA
0067881	3	1971	3194	Trojan Women, The	NA
0067482	3	1971	9123	A New Leaf	NA
0067451	3	1971	3139	Mrs. Pollifax - Spy	NA
0067741	1	1971	2751	Shaft	66
0068675	0	1971	8508	Hannie Caulder	48
0066763	2	1971	9324	Anand	NA
0067992	2	1971	304	Willy Wonka &amp; the Chocolate Factory	67
0067023	0	1971	6351	Duel	NA
0067116	1	1971	4232	French Connection, The	94
0067637	3	1971	3476	Frenchie King	NA
0067372	1	1971	8265	Macbeth	NA
0067541	1	1971	6763	Wake in Fright	85
0067367	3	1971	4327	Lust for a Vampire	NA
0066824	2	1971	7574	Bello onesto emigrato Australia sposerebbe compaesana illibata	NA
0067633	3	1971	8844	Punishment Park	NA
0067328	2	1971	2286	Last Picture Show, The	93
0067439	3	1971	3218	Mon oncle Antoine	NA
0067065	1	1971	2893	Escape from the Planet of the Apes	69
0066765	1	1971	1837	And Now for Something Completely Different	NA
0066995	1	1971	5390	Diamonds Are Forever	59
0067810	1	1971	3039	Sweet Sweetback&#39;s Baadasssss Song	71
0249577	1	1971	1727	Here Comes Peter Cotton Tail	NA
0067820	3	1971	1457	Taking Off	NA
0067411	3	1971	5313	McCabe &amp; Mrs. Miller	93
0066921	1	1971	1039	A Clockwork Orange	77
0067800	1	1971	2620	Straw Dogs	73
0067959	1	1971	239	Walkabout	85
0067341	3	1971	4066	Let&#39;s Scare Jessica to Death	NA
0066434	0	1971	626	THX 1138	75
0067418	2	1971	9299	Melody	NA
0067445	0	1971	5375	Death in Venice	NA
0067128	1	1971	7518	Get Carter	NA
0067309	3	1971	6804	Klute	81
0067972	1	1971	8506	Werewolves on Wheels	NA
0067588	3	1971	3252	Play Misty for Me	78
0066380	3	1971	7387	Vampyros Lesbos	NA
0067148	3	1971	6408	Godzilla vs. the Smog Monster (Godzilla vs. Hedorah)	NA
0066993	3	1971	7158	Devils, The	49
0066728	1	1971	1123	Million Dollar Duck, The	45
0066808	1	1971	5312	Bananas	67
0067322	3	1971	5344	Lady Hermit, The	NA
0067690	3	1971	8874	Daughters of Darkness	74
0066919	1	1971	6243	Lulu the Tool	NA
0067919	3	1971	8641	Emigrants, The	NA
0067402	3	1971	3502	Mary, Queen of Scots	53
0067977	2	1972	2087	When Michael Calls	NA
0068473	1	1972	3395	Deliverance	80
0069089	3	1972	708	Pink Flamingos	47
0068817	0	1972	9384	Lone Wolf and Cub: Baby Cart to Hades	NA
0068762	1	1972	2924	Jeremiah Johnson	75
0069113	1	1972	4916	Poseidon Adventure, The	70
0201820	3	1972	1462	Other Side of Underneath, The	NA
0070694	3	1972	4981	Silent Night, Bloody Night	NA
0069467	3	1972	2031	Cries and Whispers (Viskningar och rop)	NA
0066798	0	1972	6140	L&#39;aventure, c&#39;est l&#39;aventure	NA
0069442	3	1972	1176	Une belle fille comme moi	NA
0068182	2	1972	2674	Aguirre: The Wrath of God	NA
0068646	2	1972	2224	Godfather, The	100
0068156	1	1972	2986	1776	NA
0069281	0	1972	5314	Sleuth	NA
0143348	0	1972	9383	Lone Wolf and Cub: Baby Cart in Peril	NA
0068327	3	1972	4186	Cabaret	80
0068161	3	1972	3408	Dawns Here are Quiet, The	NA
0070849	3	1972	4516	Last Tango in Paris	77
0070959	0	1972	7544	State of Siege	NA
0069495	2	1972	4149	What&#39;s up Doc	NA
0068371	1	1972	6417	Godzilla vs. Gigan	NA
0068346	0	1972	6085	Mattei Affair (Il caso Mattei), The	NA
0068816	2	1972	9382	Lone Wolf and Cub: Baby Cart at the River Styx	NA
0068205	2	1972	1636	Chloe in the Afternoon	NA
0069293	1	1972	679	Solyaris	90
0070641	1	1972	6244	Sbatti il mostro in prima pagina	NA
0068278	3	1972	6822	Bitter Tears of Petra von Kant , The	NA
0068326	3	1972	3274	Butterflies Are Free	NA
0244730	3	1972	6022	Prison Girls	NA
0068468	3	1972	6811	Deep Throat	NA
0068828	3	1972	9183	Lady Sings the Blues	NA
0069019	2	1972	2803	Don&#39;t Torture a Duckling	NA
0069489	3	1972	6500	Wedding in White	NA
0069404	3	1972	3132	Travels With My Aunt	NA
0068815	0	1972	9381	Lone Wolf and Cub: Sword of Vengeance	NA
0068240	3	1972	2391	Avanti!	NA
0068284	3	1972	7019	Blacula	NA
0068833	3	1972	7186	Last House on the Left, The	68
0068611	3	1972	7434	Frenzy	92
0068361	3	1972	7964	Discreet Charm of the Bourgeoisie, The	93
0070544	0	1973	9298	Fantastic Planet	73
0070735	1	1973	2316	Sting, The	83
0071615	1	1973	2848	Holy Mountain, The	76
0070379	1	1973	5315	Mean Streets	96
0070300	3	1973	2682	Lemora: A Child&#39;s Tale Of The Supernatural	49
0069895	3	1973	7593	Crazies, The	63
0070294	3	1973	4882	Legend of Hell House, The	56
0070666	1	1973	2769	Serpico	87
0069995	3	1973	722	Don&#39;t look now	96
0070723	1	1973	2816	Soylent Green	66
0069987	3	1973	7603	A Doll&#39;s House	NA
0068699	1	1973	5127	High Plains Drifter	69
0069762	0	1973	269	Badlands	93
0069704	2	1973	4610	American Graffiti	97
0068370	3	1973	6079	Children Shouldn&#39;t Play with Dead Things	47
0070819	2	1973	2444	A Touch of Class	NA
0070468	0	1973	9166	Offence, The	70
0070511	0	1973	3433	Papillon	58
0070122	0	1973	6484	Godzilla vs. Megalon	NA
0070460	3	1973	5996	Day for Night	NA
0070707	1	1973	2447	Sleeper	77
0068232	3	1973	7406	El ataque de los muertos sin ojos [Return of the Evil Dead]	NA
0069067	2	1973	5187	Payday	NA
0070608	3	1973	4667	Robin Hood	57
0070047	3	1973	751	Exorcist, The	81
0068359	2	1973	6078	A Charlie Brown Thanksgiving	NA
0070917	3	1973	939	Wicker Man, The	87
0070233	1	1973	257	Ivan Vasilevich menyaet professiyu	NA
0070040	3	1973	1768	Spirit of the Beehive, The	87
0070842	3	1973	7020	Turkish Delight	NA
0070328	1	1973	5393	Live and Let Die	55
0069754	3	1973	6815	Baby, The	NA
0070510	3	1973	3446	Paper Moon	77
0070634	1	1973	8320	Satanic Rites of Dracula, The	NA
0070904	2	1973	7867	World on a Wire	76
0158714	3	1973	6733	Lady Snowblood	80
0069990	3	1973	5439	Don Juan (Or If Don Juan Were a Woman)	NA
0070239	0	1973	3688	Jesus Christ Superstar	64
0069747	2	1973	1550	Mad Adventures of &#39;Rabbi&#39; Jacob, The	NA
0070034	1	1973	8926	Enter the Dragon	83
0070518	1	1973	8828	Pat Garrett &amp; Billy the Kid	53
0070782	3	1973	8842	Terminal Island	NA
0068282	3	1973	1281	Black Mama, White Mama	59
0072979	3	1974	5843	Female Trouble	NA
0071803	3	1974	3236	Mame	NA
0071431	2	1974	7338	Non si deve profanare il sonno dei morti [The Living Dead at Manchester Morgue]	NA
0071360	1	1974	3985	Conversation, The	85
0070003	3	1974	8140	Dracula	NA
0072226	2	1974	8551	Sugarland Express, The	65
0071402	3	1974	5531	Death Wish	51
0071807	1	1974	5434	Man with the Golden Gun, The	43
0072431	2	1974	1077	Young Frankenstein	80
0071230	1	1974	845	Blazing Saddles	73
0074462	1	1974	4901	Edvard Munch	NA
0072308	1	1974	4520	Towering Inferno, The	69
0071247	3	1974	6535	Brief Encounter	NA
0071690	3	1974	7249	Je, tu, il, elle	NA
0071562	2	1974	3896	Godfather: Part II, The	90
0072325	3	1974	6465	Truck Turner	NA
0071464	3	1974	7003	Emmanuelle	NA
0071222	3	1974	3770	Black Christmas	65
0070297	1	1974	7077	Legend of the 7 Golden Vampires, The	NA
0070948	2	1974	1673	Zardoz	46
0071565	1	1974	6480	Godzilla vs. Mechagodzilla	NA
0071970	0	1974	5999	Parallax View, The	65
0071110	3	1974	9046	Airport 1975	50
0071994	0	1974	5781	Phantom of the Paradise	67
0071583	1	1974	2399	Groove Tube, The	NA
0071381	3	1974	264	Celine and Julie Go Boating	NA
0072353	2	1974	6758	Going Places	NA
0071717	0	1974	9154	Killdozer	NA
0071141	3	1974	5118	Ali: Fear Eats the Soul	NA
0072271	1	1974	2814	Texas Chain Saw Massacre, The	78
0072417	3	1974	7076	A Woman Under The Influence	88
0071695	0	1974	9385	Kozure Okami: Jigoku e ikuzo! Daigoro	NA
0071115	3	1974	2214	Alice Doesn&#39;t Live Here Anymore	78
0072354	3	1974	8355	Vampyres	NA
0071935	3	1974	2025	Odessa File, The	NA
0071517	3	1974	6175	Foxy Brown	46
0071315	2	1974	2237	Chinatown	92
0069945	0	1974	1814	Dark Star	66
0073172	1	1975	8958	Inserts	NA
0072856	3	1975	9160	Death Race 2000	59
0073179	2	1975	529	Ironiya sudby, ili S legkim parom!	NA
0072933	3	1975	7008	Emmanuelle II	NA
0072500	3	1975	1737	Fawlty Towers	NA
0073312	3	1975	7318	Love and Death	89
0072448	1	1975	5963	Zorro	NA
0072895	0	1975	5798	Dolemite	67
0073471	3	1975	9217	Numero deux	NA
0073440	3	1975	4517	Nashville	96
0073076	3	1975	564	Grey Gardens	82
0072890	3	1975	3799	Dog Day Afternoon	86
0073778	3	1975	6799	Switchblade Sisters	NA
0072443	3	1975	3668	Mirror, The	NA
0073540	3	1975	230	Picnic at Hanging Rock	81
0073195	3	1975	2561	Jaws	87
0071798	3	1975	2831	Maids, The	NA
0073802	1	1975	337	Three Days of the Condor	63
0073747	3	1975	293	Stepford Wives, The	54
0073198	3	1975	3368	Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles	NA
0073598	3	1975	6900	Blonde in Black Leather	NA
0073650	3	1975	7238	Sal&ograve; o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]	NA
0073582	3	1975	7170	Deep Red	89
0073233	3	1975	7252	Katie Tippel	NA
0073115	3	1975	4284	Story of O, The	NA
0071427	3	1975	2760	Dialogues of Exiles	NA
0073486	2	1975	1321	One Flew Over the Cuckoo&#39;s Nest	83
0073373	1	1975	6564	Terror of Mechagodzilla	NA
0072684	1	1975	2317	Barry Lyndon	89
0072730	0	1975	6654	A boy and His Dog	68
0073812	1	1975	850	Tommy	66
0073629	3	1975	1228	Rocky Horror Picture Show, The	65
0071411	0	1975	1807	Dersu Uzala	NA
0071853	2	1975	1839	Monty Python and the Holy Grail	91
0075029	2	1976	967	Outlaw Josey Wales, The	69
0074812	2	1976	1393	Logan&#39;s Run	53
0074285	3	1976	457	Carrie	85
0074740	1	1976	9387	Keoma	NA
0075342	1	1976	8161	Town That Dreaded Sundown, The	52
0075359	1	1976	9152	Two-Minute Warning	NA
0074121	0	1976	9297	Allegro non troppo	NA
0074256	3	1976	2640	Bugsy Malone	71
0075005	3	1976	1287	Omen, The	62
0074597	3	1976	8628	Gumball Rally, The	37
0075223	1	1976	5706	Silver Streak	41
0074400	0	1976	6505	Desert of the Tartars, The	NA
0075148	1	1976	2267	Rocky	70
0075265	0	1976	3722	A Star Is Born	59
0074851	1	1976	1423	Man Who Fell to Earth, The	81
0074937	3	1976	2949	Murder by Death	62
0075314	1	1976	2223	Taxi Driver	94
0074806	3	1976	4185	Little Girl Who Lives Down the Lane, The	53
0075222	1	1976	2367	Silent Movie	75
0075177	1	1976	2974	Sebastiane	NA
0075178	1	1976	4612	Il secondo tragico Fantozzi	NA
0074811	1	1976	8271	Tenant, The	71
0073518	1	1976	7405	Pascual Duarte	NA
0074156	3	1976	219	Assault on Precinct 13	89
0075137	1	1976	2683	Revenge Of The Cheerleaders	NA
0074958	3	1976	1401	Network	83
0074119	1	1976	7183	All the President&#39;s Men	84
0074860	1	1976	3417	Marathon Man	64
0075249	3	1976	2672	Sparkle	NA
0074512	3	1976	4615	Family Plot	79
0074152	3	1976	3879	Small Change	NA
0075467	1	1976	8541	Az otodik pecset	NA
0072901	1	1976	2530	Les Douze Travaux d&#146;Ast&eacute;rix (the Twelve Tasks of Asterix)	NA
0074102	3	1976	3190	In the Realm of the Senses	NA
0077914	1	1977	7034	Martin	68
0074611	3	1977	4936	Haunting of Julia, The	NA
0074486	0	1977	4147	Eraserhead	87
0074455	3	1977	3567	Death Trap!	48
0075936	3	1977	7250	Desperate Living	NA
0075938	2	1977	3216	Devil, Probably, The	NA
0076734	1	1977	1710	Soldaat van Oranje	NA
0076319	3	1977	3720	A Little Night Music	NA
0075784	1	1977	2983	A Bridge Too Far	63
0076271	3	1977	7728	Kingdom of the Spiders	NA
0075686	3	1977	1469	Annie Hall	92
0076141	1	1977	4474	High Anxiety	55
0075276	0	1977	1477	Stroszek	NA
0076591	3	1977	8746	Race for Your Life, Charlie Brown	55
0076843	3	1977	693	Turning Point, The	68
0076590	3	1977	9401	Rabid	56
0075679	3	1977	9100	Bad	NA
0076727	3	1977	688	Sluzhebnyy roman	NA
0076683	3	1977	4200	Sentinel, The	NA
0076245	3	1977	862	Julia	58
0076759	1	1977	669	Star Wars	90
0076155	1	1977	3952	Man Who Loved Women, The	NA
0078089	3	1977	9211	Planet of Dinosaurs	NA
0075860	1	1977	3610	Close Encounters of the Third Kind	90
0076723	3	1977	9184	Slap Shot	61
0076095	3	1977	1687	Goodbye Girl, The	64
0076661	0	1977	4452	36 Crazy Fists, The	NA
0075612	3	1977	2524	3 Women	71
0076752	1	1977	5723	Spy Who Loved Me, The	55
0075939	3	1977	9113	Peppermint Soda	NA
0076538	2	1977	8439	Pete&#39;s Dragon	46
0075666	3	1977	8985	Alucarda	NA
0077681	3	1977	7195	Hills Have Eyes, The	64
0075909	0	1977	5694	Damnation Alley	NA
0076162	3	1977	2534	House	NA
0075968	1	1977	8860	Duelists, The	70
0076363	0	1977	1063	Many Adventures of Winnie the Pooh, The	NA
0076786	3	1977	1857	Suspiria	79
0075617	1	1977	3248	ABBA: The Movie	NA
0076257	1	1977	7695	Kentucky Fried Movie, The	61
0076085	2	1977	3366	A Special Day	NA
0076504	1	1977	8401	Orca	27
0076666	1	1977	911	Saturday Night Fever	77
0076618	3	1977	1217	Rescuers, The	74
0077613	3	1978	3048	Girlfriends	NA
0077288	2	1978	4111	La cage aux folles	NA
0077394	2	1978	1284	Damien: Omen II	45
0077713	0	1978	4905	I Spit on Your Grave	19
0078509	3	1978	3391	A Woman Called Moses	NA
0077402	0	1978	1503	Dawn of the Dead	71
0077869	1	1978	8437	Lord of the Rings, The	NA
0078346	1	1978	1999	Superman	80
0077474	0	1978	9227	Driver, The	56
0306646	0	1978	4721	Ringing Bell (Chirin no Suzu)	NA
0077928	0	1978	3419	Midnight Express	59
0078111	2	1978	8721	Pretty Baby	66
0077889	1	1978	6638	Magic	49
0077578	3	1978	6406	Foul Play	45
0078503	3	1978	5198	Within the Woods	NA
0193524	1	1978	1047	Star Wars Holiday Special, The	NA
0077269	1	1978	6695	Boys from Brazil, The	40
0077651	3	1978	2815	Halloween	87
0077975	2	1978	303	Animal House	79
0079946	3	1978	8160	Starcrash	NA
0078504	3	1978	5331	Wiz, The	53
0077275	1	1978	8887	Brink&#39;s Job, The	NA
0078480	1	1978	2282	Watership Down	64
0076584	0	1978	405	Quel maledetto treno blindato	NA
0077629	2	1978	8701	Gray Lady Down	NA
0077766	2	1978	7223	Jaws 2	51
0077413	3	1978	2965	Death on the Nile	59
0077742	3	1978	1658	Interiors	67
0077189	2	1978	2584	Avalanche	NA
0078259	0	1978	1200	Shout, The	NA
0076161	3	1978	4317	Hound of the Baskervilles, The	NA
0077215	3	1978	5548	Battlestar Galactica	NA
0077711	3	1978	515	H&ouml;stsonaten	NA
0077405	3	1978	238	Days of Heaven	93
0077631	3	1978	753	Grease	70
0077416	1	1978	2668	Deer Hunter, The	86
0079116	0	1979	3420	Escape from Alcatraz	76
0078966	3	1979	2284	China Syndrome, The	81
0078767	3	1979	4687	Amityville Horror, The	28
0079871	0	1979	9417	Scum	NA
0079588	2	1979	8987	Muppet Movie, The	74
0079817	1	1979	6870	Rocky II	61
0078841	2	1979	1699	Being There	83
0079095	3	1979	1766	Marriage of Maria Braun, The	NA
0079522	1	1979	403	Manhattan	83
0079261	3	1979	7636	Hair	68
0079641	0	1979	2496	Nosferatu the Vampyre	79
0079714	1	1979	7092	Phantasm	72
0079766	1	1979	4599	Quadrophenia	79
0078843	3	1979	6280	Bell Jar, The	NA
0079574	1	1979	3504	Moonraker	66
0079470	3	1979	787	Life of Brian	77
0079679	1	1979	9404	Osenniy marafon	NA
0077707	0	1979	4766	L&#39;hypothese du tableau vole	NA
0079944	1	1979	3667	Stalker	NA
0079540	3	1979	5415	Meatballs	60
0080025	2	1979	5234	Time After Time	69
0079501	3	1979	6290	Mad Max	73
0078754	2	1979	1222	All That Jazz	72
0079945	1	1979	1300	Star Trek: The Motion Picture	48
0079833	3	1979	8510	Rupan sansei: Kariosutoro no shiro	71
0079417	1	1979	7645	Kramer vs. Kramer	77
0079596	3	1979	4797	My Brilliant Career	77
0080120	1	1979	695	Warriors, The	65
0078788	0	1979	2227	Apocalypse Now	94
0078748	3	1979	13	Alien	89
0078869	0	1979	7233	Black Hole, The	52
0080040	3	1979	8168	Tourist Trap	NA
0078778	3	1979	5708	Angels&#39; Brigade	NA
0079336	3	1979	2187	In-Laws, The	NA
0079367	1	1979	2327	Jerk, The	61
0079813	3	1979	4741	Rock &#39;n&#39; Roll High School	70
0079180	1	1979	846	Frisco Kid, The	38
0079593	1	1979	8516	Murder by Natural Causes	NA
0078875	3	1979	1020	Die Blechtrommel	63
0081375	3	1980	2883	Private Benjamin	59
0080569	0	1980	3427	Cruising	43
0081323	3	1980	3673	Pepi, Luci, Bom and Other Girls Like Mom	NA
0080377	1	1980	2068	Any Which Way You Can	51
0081353	3	1980	8945	Popeye	64
0081505	2	1980	930	Shining, The	66
0080421	2	1980	7307	Battle Beyond the Stars	NA
0080319	3	1980	863	Nine to Five	58
0081573	3	1980	4282	Superman II	83
0080684	0	1980	670	Star Wars: Episode V - The Empire Strikes Back	82
0081777	3	1980	3254	Xanadu	31
0080931	3	1980	7389	Nightmare City	NA
0081249	1	1980	1845	Nude Bomb, The	NA
0081283	2	1980	7192	Ordinary People	86
0080388	3	1980	1223	Atlantic City	85
0081616	3	1980	1472	La terrazza	NA
0081163	3	1980	8116	Mirror Crack&#39;d, The	NA
0078935	1	1980	2278	Cannibal Holocaust	22
0080453	0	1980	6395	Blue Lagoon, The	31
0081237	0	1980	6877	Ninth Configuration, The	46
0079579	3	1980	684	Moskva slezam ne verit	NA
0081414	1	1980	2142	Resurrection	NA
0080749	3	1980	2484	Fog, The	55
0081534	2	1980	3873	Somewhere in Time	29
0080339	3	1980	873	Airplane!	78
0081398	1	1980	1437	Raging Bull	89
0081114	3	1980	8402	Maniac	22
0121403	1	1980	8556	Indul a bakterhaz	NA
0079820	0	1980	7987	King and the Mockingbird, The	87
0080716	3	1980	360	Fame	58
0080761	3	1980	4569	Friday the 13th	22
0080855	0	1980	4960	Heaven&#39;s Gate	57
0080455	1	1980	208	Blues Brothers, The	60
0080736	0	1980	7401	Final Countdown, The	51
0076582	1	1980	1882	Loose Shoes	NA
0080711	3	1980	2377	Fade to Black	54
0080549	3	1980	5681	Coal Miner&#39;s Daughter	87
0080492	3	1980	3962	Can&#39;t Stop the Music	NA
0081060	3	1980	2799	Little Darlings	45
0080745	3	1980	3858	Flash Gordon	58
0082477	3	1981	6496	Gregory&#39;s Girl	NA
0082288	1	1981	6944	Dragonslayer	68
0082677	1	1981	4561	Looker	20
0082242	1	1981	8973	Dead and Buried	NA
0083067	3	1981	7732	Shock Treatment	36
0082992	3	1981	1568	Rich and Famous	52
0082640	3	1981	2533	Lady Chatterley&#39;s Lover	NA
0082517	1	1981	1081	History of the World: Part I	47
0082509	1	1981	3231	Heavy Metal	51
0082431	3	1981	8413	Galaxy of Terror	38
0082089	2	1981	3549	Body Heat	77
0082307	3	1981	7221	...E tu vivrai nel terrore! L&#39;aldila (The Beyond)	38
0082186	3	1981	744	Clash of the Titans	59
0083131	2	1981	5325	Stripes	68
0082498	3	1981	7362	Happy Birthday to Me	24
0082979	3	1981	2667	Reds	76
0082096	0	1981	2143	Das Boot	86
0082424	0	1981	7477	La fuga de Segovia	NA
0082970	2	1981	8417	Ragtime	57
0082484	1	1981	2053	Quest for Fire	79
0082176	3	1981	3976	Christiane F. - Wir Kinder vom Bahnhof Zoo	NA
0082398	3	1981	5955	For Your Eyes Only	54
0081455	1	1981	9416	Scanners	60
0082783	0	1981	874	My Dinner With Andre	83
0082846	1	1981	8837	On a Golden Pond	68
0082766	3	1981	3641	Mommy Dearest	55
0082714	3	1981	6245	Il marchese del Grillo	NA
0082971	3	1981	340	Raiders of the Lost Ark	85
0082269	1	1981	8180	Diva	NA
0083190	0	1981	8789	Thief	78
0082340	0	1981	1427	Escape from New York	76
0083907	1	1981	3918	Evil Dead, The	71
0082085	3	1981	6865	Blow Out	86
0082010	2	1981	2873	An American Werewolf in London	55
0082719	1	1981	6630	Marva Collins Story, The	NA
0082406	2	1981	1124	Fox and the Hound, The	65
0084090	3	1981	5338	Horror Planet	NA
0082153	0	1981	9158	Masked Avengers, The	NA
0082894	1	1981	4009	Pennies from Heaven	64
0083111	0	1981	1197	Southern Comfort	63
0082776	3	1981	972	Ms. 45	62
0082869	1	1981	2753	Outland	48
0082495	3	1981	4708	Halloween II	40
0082474	3	1981	2073	Great Muppet Caper, The	70
0081974	3	1981	9049	Absence of Malice	64
0082951	3	1981	8411	Prowler, The	45
0082926	3	1981	2062	Polyester	72
0083137	3	1981	6240	Der subjektive Faktor	NA
0081633	1	1981	2697	Time Bandits	79
0082370	3	1981	1646	Woman Next Door, The	NA
0082533	3	1981	5378	Howling, The	68
0082348	1	1981	8502	Excalibur	56
0082158	1	1981	6507	Chariots of Fire	78
0083248	3	1981	1707	Umrao Jaan	NA
0082418	2	1981	4572	Friday the 13th Part 2	26
0084698	3	1982	2251	Smithereens	72
0085852	3	1982	1696	Liquid Sky	66
0084827	0	1982	1002	TRON	58
0083629	1	1982	7345	Beast Within, The	NA
0085809	0	1982	4079	Koyaanisqatsi	72
0082748	1	1982	7414	Mil gritos tiene la noche [Pieces]	NA
0084777	2	1982	7175	Tenebre	NA
0082198	1	1982	407	Conan the Barbarian	43
0083745	3	1982	2298	Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean	NA
0083658	1	1982	234	Blade Runner	84
0083866	3	1982	1645	E.T.: The Extra-Terrestrial	91
0084637	2	1982	8117	Scarlet Pimpernel, The	NA
0083806	3	1982	1881	Deathtrap	54
0083922	2	1982	3078	Fanny and Alexander	100
0084726	3	1982	896	Star Trek: The Wrath of Khan	67
0084481	3	1982	3946	Godard&#39;s Passion	NA
4238858	1	1982	7348	Fits, The	90
0083762	0	1982	4564	Countryman	NA
0083929	2	1982	1934	Fast Times at Ridgemont High	61
0084695	3	1982	3105	Slumber Party Massacre, The	NA
0083833	1	1982	4406	Diner	82
0084649	3	1982	1510	Secret of NIMH, The	76
0083959	3	1982	3618	Forbidden World	NA
0084805	1	1982	2874	Tootsie	88
0083944	0	1982	3342	First Blood	61
0084335	3	1982	7557	Missing	78
